Product_Name,Category,Unit_Price,Current_Stock,Daily_Demand_Mean,Daily_Demand_Std,Annual_Demand,EOQ,EOQ_Constrained,Safety_Stock,Reorder_Point,Days_Of_Supply,Needs_Reorder,Order_Quantity,Order_Cost,Category_Multiplier
Tilapia,Seafood,7.0,56,2.1033333333333335,1.7482372073987367,757.2,208.0109887207198,14.723333333333334,12.211058332511561,26.934391665844895,26.62440570522979,False,0.0,0.0,1.6
Arborio Rice,Grains & Pulses,4.5,95,1.7111111111111112,2.969599050127562,616.0,233.99905033045658,100.0,9.07462777014389,21.052405547921666,55.51948051948052,False,0.0,0.0,0.7
Bread Flour,Grains & Pulses,1.5,25,1.7578947368421052,3.7542220000267386,632.8421052631579,410.8015271841648,100.0,11.472312134281005,23.77757529217574,14.221556886227546,False,0.0,0.0,0.7
Cucumber,Fruits & Vegetables,1.75,12,1.8878787878787877,4.244977586600876,679.6363636363636,394.13887723168665,26.43030303030303,27.797108662592944,41.01226017774446,6.356340288924559,True,55.44256320804749,147.02448561408312,1.5
Milk,Dairy,1.0,12,1.72,4.262393693689029,619.2,497.67459247986534,36.12,26.050409854741247,38.090409854741246,6.976744186046512,True,62.21040985474124,112.21040985474124,1.4
Lime,Fruits & Vegetables,2.0,75,2.1428571428571432,3.9757769958950706,771.4285714285716,392.79220242478635,30.000000000000007,26.034320068489812,41.03432006848982,34.99999999999999,False,0.0,0.0,1.5
Rice Flour,Grains & Pulses,2.0,15,1.980952380952381,5.5838688950166695,713.1428571428571,377.6619803853327,100.0,17.063425359522626,30.930092026189293,7.572115384615384,True,115.9300920261893,281.8601840523786,0.7
Sour Cream,Dairy,4.1,22,1.6777777777777778,4.111861793325185,604.0,242.7484897343188,35.233333333333334,25.130406217701033,36.87485066214548,13.112582781456954,True,50.10818399547881,255.44355438146312,1.4
Whole Wheat Bread,Bakery,3.5,91,2.7666666666666666,2.348758537327042,996.0,337.38490100858314,38.733333333333334,13.329525451042883,32.69619211770955,32.89156626506024,False,0.0,0.0,1.3
Robusta Coffee,Beverages,10.0,68,1.725,3.580910033310899,621.0,157.60710643876436,96.60000000000001,15.632425735470486,27.707425735470487,39.42028985507246,False,0.0,0.0,1.0
Chocolate Biscuit,Bakery,5.0,23,2.214814814814815,3.5943485590279094,797.3333333333333,252.56022384110025,31.007407407407406,20.398418924750754,35.90212262845446,10.384615384615385,True,43.90953003586186,269.5476501793093,1.3
Palm Oil,Oils & Fats,1.8,40,1.9416666666666667,3.343837615674541,699.0,394.1235001028654,100.0,11.677990837468576,25.269657504135242,20.600858369098713,False,0.0,0.0,0.8
Sesame Oil,Oils & Fats,6.5,14,1.7833333333333334,3.209794039775415,642.0,198.76542030165183,100.0,11.20985816145771,23.693191494791044,7.850467289719626,True,109.69319149479105,763.0057447161419,0.8
Lettuce,Fruits & Vegetables,2.0,22,1.3833333333333333,2.9790938219532466,498.0,315.59467676119,19.366666666666667,19.507804928412632,29.191138261745966,15.903614457831326,True,26.557804928412637,103.11560985682527,1.5
Feta Cheese,Dairy,7.0,74,1.8,5.751328348979719,648.0,192.42809417694556,37.8,35.150310240451645,47.75031024045165,41.11111111111111,False,0.0,0.0,1.4
Apricot,Fruits & Vegetables,5.0,89,1.8476190476190477,4.582427245006985,665.1428571428571,230.67602513358116,25.866666666666667,30.006808156054944,42.94014148938828,48.1701030927835,False,0.0,0.0,1.5
Peanut Oil,Oils & Fats,4.0,64,2.0703703703703704,3.810749361948182,745.3333333333334,273.00793639257694,100.0,13.308629559077099,27.80122215166969,30.912343470483005,False,0.0,0.0,0.8
Olive Oil,Oils & Fats,6.0,28,2.138888888888889,4.245804028903342,770.0,226.5686062395524,100.0,14.828010880312526,29.800233102534747,13.090909090909092,True,101.80023310253475,660.8013986152084,0.8
Egg (Duck),Dairy,1.0,63,2.148148148148148,5.259989516333103,773.3333333333333,556.1774297230456,45.1111111111111,32.14740180734615,47.18443884438318,29.327586206896555,False,0.0,0.0,1.4
Pineapple,Fruits & Vegetables,3.5,18,2.02,4.554997255762071,727.2,288.28557270278276,28.28,29.827190154287074,43.967190154287074,8.910891089108912,True,54.24719015428707,239.86516554000474,1.5
Trout,Seafood,12.0,89,2.6125,2.815045144694249,940.5,177.05931209625774,18.287499999999998,19.662480769221364,37.94998076922136,34.066985645933016,False,0.0,0.0,1.6
Onion,Fruits & Vegetables,2.0,50,1.6583333333333334,4.536350099168077,597.0,345.5430508634199,23.21666666666667,29.70508420024676,41.31341753358009,30.15075376884422,False,0.0,0.0,1.5
Cream,Dairy,2.5,18,2.1666666666666665,2.9514591494904874,780.0,353.27043465311385,45.5,18.038390172074667,33.205056838741335,8.307692307692308,True,60.70505683874134,201.76264209685337,1.4
Sardines,Seafood,6.0,73,2.0238095238095237,4.7716566811740755,728.5714285714286,220.3892660077359,14.166666666666666,33.32898866923936,47.49565533590602,36.07058823529412,False,0.0,0.0,1.6
Plum,Fruits & Vegetables,4.0,26,2.0366666666666666,2.882649244474025,733.2,270.7766607372208,28.513333333333332,18.876263219318595,33.13292988598526,12.76595744680851,True,35.6462632193186,192.5850528772744,1.5
Sushi Rice,Grains & Pulses,4.3,10,1.6033333333333333,2.850087717948344,577.2,231.71755059946142,100.0,8.70941993045461,19.932753263787944,6.237006237006237,True,109.93275326378794,522.7108390342881,0.7
Black Rice,Grains & Pulses,6.35,98,2.047222222222222,4.276199203688905,737.0,215.4650710681286,100.0,13.067392395210934,27.397947950766486,47.86974219810041,False,0.0,0.0,0.7
Wild Rice,Grains & Pulses,10.0,98,2.0166666666666666,3.3714487489307423,726.0,170.41126723312635,100.0,10.302617264559524,24.41928393122619,48.59504132231405,False,0.0,0.0,0.7
Pomegranate,Fruits & Vegetables,6.0,26,2.1599999999999997,4.031101310780688,777.5999999999999,227.6839915321233,30.239999999999995,26.39659665562968,41.51659665562968,12.037037037037038,True,45.756596655629664,324.539579933778,1.5
Cabbage,,66.55,69,1.7,4.161329915623931,612.0,60.650121724643924,60.650121724643924,18.166242732056624,30.066242732056622,40.588235294117645,False,0.0,0.0,1.0
All-Purpose Flour,Grains & Pulses,1.75,55,2.2,4.197883064381643,792.0,425.4745250054008,100.0,12.828070587582525,28.22807058758253,24.999999999999996,False,0.0,0.0,0.7
Whipped Cream,Dairy,4.0,92,2.311111111111111,2.9938207967349957,832.0,288.44410203711914,48.53333333333333,18.297291238504858,34.47506901628263,39.807692307692314,False,0.0,0.0,1.4
Grapes,Fruits & Vegetables,5.5,54,1.8023809523809524,3.5108432616913086,648.8571428571429,217.23169747900604,25.233333333333334,22.989824952341106,35.60649161900777,29.960369881109642,False,0.0,0.0,1.5
Sunflower Oil,Oils & Fats,2.5,80,2.6222222222222222,4.475447422284126,944.0,388.6386496477158,100.0,15.630015568343707,33.98557112389926,30.508474576271187,False,0.0,0.0,0.8
Short Grain Rice,Grains & Pulses,3.0,60,1.9,3.1952345468719208,684.0,301.99337741082996,100.0,9.764134370234771,23.06413437023477,31.578947368421055,False,0.0,0.0,0.7
Tuna,Seafood,18.0,25,1.3733333333333335,4.070053234705086,494.40000000000003,104.81730137084557,9.613333333333335,28.428440520014465,38.0417738533478,18.20388349514563,True,22.655107186681136,457.79192936026044,1.6
Banana,Fruits & Vegetables,98.43,56,2.1416666666666666,3.622556647820247,771.0,55.97491491975943,29.983333333333334,23.721350400931012,38.713017067597676,26.147859922178988,False,0.0,0.0,1.5
Coconut,Fruits & Vegetables,5.0,19,1.6047619047619048,4.074810625373044,577.7142857142858,214.9817267982162,22.46666666666667,26.682815497191125,37.91614883052446,11.839762611275964,True,41.38281549719113,256.91407748595566,1.5
Almond Flour,Grains & Pulses,9.5,54,1.35,3.4873581213673295,486.0,143.04949456302472,100.0,10.65681808163206,20.106818081632063,40.0,False,0.0,0.0,0.7
Greek Yogurt,Dairy,3.0,90,1.8476190476190477,3.540052653438314,665.1428571428571,297.80146790389443,38.8,21.635688572356553,34.56902190568989,48.71134020618556,False,0.0,0.0,1.4
Peach,Fruits & Vegetables,4.0,40,2.237037037037037,4.733211613806207,805.3333333333334,283.7839553839035,31.318518518518516,30.99417956111545,46.6534388203747,17.880794701986755,True,37.97195733889322,201.88782935557288,1.5
Asparagus,Fruits & Vegetables,5.0,80,1.8875,4.415821460007941,679.5,233.15231073270536,26.425,28.915834407676833,42.12833440767683,42.384105960264904,False,0.0,0.0,1.5
Mushrooms,Fruits & Vegetables,6.5,35,2.408333333333333,3.2387626238014624,867.0,230.98451496549754,33.71666666666667,21.208177133920536,38.06651046725387,14.53287197231834,True,36.78317713392053,289.09065137048344,1.5
Black Tea,Beverages,5.0,45,2.033333333333333,2.9341990064622085,732.0,241.9917353960668,100.0,12.809215432648482,27.042548765981813,22.13114754098361,False,0.0,0.0,1.0
White Tea,Beverages,25.0,20,2.1233333333333335,3.964887556202992,764.4000000000001,110.5911388855364,100.0,17.308675642578784,32.17200897591212,9.419152276295133,True,112.17200897591212,2854.300224397803,1.0
White Rice,Grains & Pulses,1.8,20,2.216666666666667,3.1662280397975127,798.0,421.10964526276683,100.0,9.675495045474415,25.192161712141083,9.022556390977444,True,105.19216171214109,239.34589108185395,0.7
Long Grain Rice,Grains & Pulses,1.5,98,1.9814814814814814,4.895282015188752,713.3333333333333,436.14472623456334,100.0,14.959212125222619,28.829582495592987,49.45794392523365,False,0.0,0.0,0.7
Rye Bread,Bakery,3.0,26,1.9833333333333334,4.287578959428425,714.0,308.54497241083027,27.766666666666666,24.332596116115514,38.21592944944885,13.109243697478991,True,39.982596116115516,169.94778834834653,1.3
Egg (Goose),Dairy,2.4,72,1.9743589743589745,3.743818047130459,710.7692307692308,344.18242032610914,41.46153846153847,22.881038580206006,36.70155140071883,36.467532467532465,False,0.0,0.0,1.4
Brown Rice,Grains & Pulses,2.5,39,1.7259259259259259,2.676063689905004,621.3333333333334,315.2988000822923,100.0,8.177629863547578,20.25911134502906,22.59656652360515,False,0.0,0.0,0.7
Black Coffee,Beverages,15.0,61,2.2066666666666666,4.8040260892991276,794.4000000000001,145.54724318928203,100.0,20.971926234850244,36.41859290151691,27.643504531722055,False,0.0,0.0,1.0
White Sugar,Grains & Pulses,2.0,39,1.7424242424242424,4.276851652219938,627.2727272727273,354.1956316141483,100.0,13.069386175333559,25.266355872303258,22.382608695652173,False,0.0,0.0,0.7
Egg (Quail),Dairy,0.8,93,2.344444444444444,5.134487604714122,844.0,649.6152707564686,49.23333333333332,31.380373590297914,47.79148470140902,39.66824644549764,False,0.0,0.0,1.4
Herbal Tea,Beverages,31.0,48,1.8555555555555554,4.126697181721677,668.0,92.84048060361212,92.84048060361212,18.015053890196018,31.003942779084905,25.868263473053894,False,0.0,0.0,1.0
Coconut Oil,Oils & Fats,5.0,54,1.9583333333333333,4.02155649800754,705.0,237.48684174075834,100.0,14.044850657803378,27.75318399113671,27.574468085106385,False,0.0,0.0,0.8
Buttermilk,Dairy,2.4,52,1.4714285714285715,2.936516516503982,529.7142857142858,297.1291205616075,30.900000000000002,17.94706549829247,28.24706549829247,35.33980582524271,False,0.0,0.0,1.4
Evaporated Milk,Dairy,1.9,15,2.0208333333333335,3.2377171741830693,727.5,391.3539251583432,42.4375,19.787909199022263,33.933742532355595,7.422680412371133,True,61.371242532355595,166.60536081147563,1.4
Powdered Sugar,Grains & Pulses,2.5,21,1.9481481481481482,4.886194543746858,701.3333333333333,334.98258661210036,100.0,14.931442241371307,28.568479278408347,10.779467680608365,True,107.56847927840835,318.9211981960209,0.7
Cod,Seafood,8.0,56,2.338095238095238,3.8002864195673856,841.7142857142857,205.14803017751422,16.366666666666664,26.544177731257214,42.91084439792388,23.951120162932792,False,0.0,0.0,1.6
Kiwi,Fruits & Vegetables,6.0,47,1.6888888888888889,3.119235423886698,608.0,201.32891827388667,23.644444444444446,20.425485000361682,32.247707222583905,27.82894736842105,False,0.0,0.0,1.5
Haddock,Seafood,9.0,17,2.123809523809524,3.8855217039111523,764.5714285714286,184.33923180091747,14.866666666666667,27.139527735653132,42.0061944023198,8.004484304932735,True,39.87286106898647,408.8557496208782,1.6
Tomato,Fruits & Vegetables,2.5,100,2.8333333333333335,0.816496580927726,1020.0,403.9801975344831,39.66666666666667,5.346611076186485,25.17994440951982,35.29411764705882,False,0.0,0.0,1.5
Gouda Cheese,Dairy,7.0,67,1.957142857142857,3.8181450067430664,704.5714285714286,200.65199846947928,41.099999999999994,23.335301583652186,37.035301583652185,34.23357664233577,False,0.0,0.0,1.4
Spinach,Fruits & Vegetables,2.5,72,1.9444444444444444,4.572461854122723,700.0,334.66401061363024,27.22222222222222,29.941552439711607,43.552663550822714,37.02857142857143,False,0.0,0.0,1.5
Canola Oil,Oils & Fats,2.3,69,2.192592592592592,3.5639946146380086,789.3333333333333,370.50689915147404,100.0,12.446865320083461,27.795013468231605,31.4695945945946,False,0.0,0.0,0.8
Basmati Rice,Grains & Pulses,4.4,26,1.7611111111111113,2.7515988618067673,634.0,240.0757456228422,100.0,8.408453472052198,20.736231249829977,14.76340694006309,False,0.0,0.0,0.7
Oatmeal Biscuit,Bakery,5.0,82,1.6777777777777778,3.893964941157401,604.0,219.81810662454538,23.48888888888889,22.098782809617965,33.84322725406241,48.87417218543046,False,0.0,0.0,1.3
Green Beans,Fruits & Vegetables,2.0,42,1.7333333333333334,4.068169121361598,624.0,353.27043465311385,24.266666666666666,26.63932537152546,38.77265870485879,24.23076923076923,False,0.0,0.0,1.5
Apple,Fruits & Vegetables,3.5,71,1.780952380952381,3.217300173773542,641.1428571428571,270.69072645318886,24.933333333333334,21.06763597830297,33.534302644969635,39.86631016042781,False,0.0,0.0,1.5
Peas,Fruits & Vegetables,3.0,99,2.283333333333333,3.6511033340013204,822.0,331.058907144937,31.966666666666665,23.90828079609657,39.891614129429904,43.35766423357664,False,0.0,0.0,1.5
Cottage Cheese,Dairy,5.0,37,2.3916666666666666,4.2746832241309605,861.0,262.449995237188,50.225,26.125519600095995,42.86718626676266,15.470383275261325,True,56.09218626676267,330.46093133381333,1.4
Multigrain Bread,Bakery,3.5,85,1.6708333333333334,3.113729676770288,601.5,262.188590794598,23.391666666666666,17.670841133550706,29.36667446688404,50.87281795511222,False,0.0,0.0,1.3
Potato,Fruits & Vegetables,1.2,42,2.1133333333333333,4.486423965699184,760.8,503.5871324805669,29.586666666666666,29.378156170869534,44.17148950420287,19.873817034700316,True,31.75815617086954,88.10978740504345,1.5
Halibut,Seafood,20.0,40,2.2291666666666665,2.6417126704721943,802.5,126.68859459319927,15.604166666666666,18.451790969984458,34.05595763665112,17.943925233644862,False,0.0,0.0,1.6
Salmon,Seafood,15.0,88,2.0625,4.877189679176592,742.5,140.71247279470288,14.4375,34.0661138082993,48.5036138082993,42.666666666666664,False,0.0,0.0,1.6
Broccoli,Fruits & Vegetables,4.0,31,2.42,2.782325166714583,871.1999999999999,295.16097302997224,33.879999999999995,18.21931763266671,35.159317632666706,12.809917355371901,True,38.039317632666695,202.15727053066678,1.5
Corn Oil,Oils & Fats,2.5,17,1.7296296296296296,4.664638007029646,622.6666666666666,315.6369222170731,100.0,16.290743202017335,28.398150609424743,9.828693790149893,True,111.39815060942473,328.49537652356184,0.8
Strawberries,Fruits & Vegetables,6.0,94,1.9166666666666667,3.238226537954241,690.0,214.47610589527216,26.833333333333336,21.204666718083544,34.621333384750216,49.04347826086956,False,0.0,0.0,1.5
Green Tea,Beverages,8.0,34,2.33,4.807251466968071,838.8000000000001,204.79257799051214,100.0,20.98600658772412,37.29600658772412,14.592274678111588,True,103.29600658772412,876.368052701793,1.0
Swiss Cheese,Dairy,8.0,29,2.13,2.6311594402468277,766.8,195.80602646496865,44.730000000000004,16.080819074288474,30.990819074288474,13.615023474178404,True,46.72081907428847,423.76655259430777,1.4
Cherry,Fruits & Vegetables,8.0,30,1.5583333333333333,3.112809556226229,561.0,167.48134224444226,21.816666666666666,20.38340691208783,31.29174024542116,19.25133689839572,True,23.10840691208783,234.86725529670264,1.5
Zucchini,Fruits & Vegetables,2.5,43,1.59,3.085503740612436,572.4000000000001,302.6284851100438,22.26,20.204602028374623,31.334602028374626,27.044025157232703,False,0.0,0.0,1.5
Butter Biscuit,Bakery,6.0,12,1.7111111111111112,3.048982829780499,616.0,202.64912204760884,23.955555555555556,17.303393934909614,29.281171712687392,7.012987012987012,True,41.236727268242944,297.4203636094577,1.3
Egg (Chicken),Dairy,0.2,22,2.438095238095238,3.8894589799177193,877.7142857142857,1324.92587393732,51.2,23.77115016148777,40.83781682815444,9.0234375,True,70.03781682815443,64.00756336563089,1.4
White Bread,Bakery,2.5,62,2.3185185185185184,3.245636513628848,834.6666666666667,365.4403736133525,32.459259259259255,18.419430446215294,34.64906007584492,26.74121405750799,False,0.0,0.0,1.3
Watermelon,Fruits & Vegetables,3.0,58,2.344444444444444,4.858745456124184,844.0,335.4598833442433,32.822222222222216,31.816204597657464,48.22731570876857,24.739336492891,False,0.0,0.0,1.5
Vanilla Biscuit,Bakery,5.5,80,2.444444444444444,1.493194437985097,880.0,252.98221281347034,34.22222222222222,8.474082349532997,25.585193460644106,32.727272727272734,False,0.0,0.0,1.3
Papaya,Fruits & Vegetables,4.4,84,1.575,3.9101896799686497,567.0,227.03624059928086,22.05,25.604838943913514,36.62983894391351,53.333333333333336,False,0.0,0.0,1.5
Butter,Dairy,3.1,21,1.8,4.352776891441446,648.0,289.1589584048996,37.8,26.602803536469604,39.2028035364696,11.666666666666666,True,56.0028035364696,223.60869096305575,1.4
Heavy Cream,Dairy,4.0,57,1.7962962962962963,5.461952197767717,646.6666666666666,254.296414970142,37.72222222222222,33.3817342047791,45.955808278853176,31.7319587628866,False,0.0,0.0,1.4
Blueberries,Fruits & Vegetables,10.0,23,1.725,3.2219947237697335,621.0,157.60710643876436,24.150000000000002,21.098376992525992,33.173376992525995,13.333333333333332,True,34.32337699252599,393.23376992525994,1.5
Mozzarella Cheese,Dairy,7.2,16,1.9333333333333333,3.009508740167215,696.0,196.638416050035,40.6,18.393171015352408,31.92650434868574,8.275862068965518,True,56.526504348685734,456.9908313105373,1.4
Mackerel,Seafood,7.5,91,1.9142857142857144,3.756717339655464,689.1428571428571,191.71407281231524,13.4,26.239857142468267,39.639857142468266,47.537313432835816,False,0.0,0.0,1.6
Raw Sugar,Grains & Pulses,1.5,72,1.8666666666666667,3.320642508109939,672.0,423.3202097703345,100.0,10.147361381167027,23.214028047833693,38.57142857142857,False,0.0,0.0,0.7
